Title,Jahr,Author,Untertitel,Dokumententyp,"Übergeordneter Titel",Zeitschrift,Reihentitel,Herausgeber,Ort,Verlag,Auflage,ISBN,DOI,Band,Nummer,Seiten,"Internetdokument URL",Institution/Veranstalter,"Vortragsreihe / Veranstaltung",Datum,Vortragende/r,Vortragstyp,Panel
"MonoTODia: Translating Monologue Requests to Task-Oriented Dialogues",2025,"Steindl, Sebastian; Schäfer, Ulrich; Ludwig, Bernd ",,Konferenzpapier,,,,,,,,,10.18653/v1/2025.naacl-industry.33,,,,,,,,,"Wissenschaftlicher Vortrag",
"Understanding tinnitus symptom dynamics and clinical improvement through intensive longitudinal data",2025,"Engelke, Milena; Simões, Jorge Piano; Basso, Laura; Wunder, Nina; Langguth, Berthold; Probst, Thomas; Pryss, Rüdiger; Schlee, Winfried",,Zeitschriftenaufsatz,,"npj Digital Medicine",,,,,,,10.1038/s41746-024-01425-w,,,,,,,,,"Wissenschaftlicher Vortrag",
"Estimation of Minimal Clinically Important Difference for Tinnitus Handicap Inventory and Tinnitus Functional Index",2025,"Engelke, Milena; Basso, Laura; Langguth, Berthold; Zeman, Florian; Schlee, Winfried; Schoisswohl, Stefan; Cima, Rilana; Kikidis, Dimitris; Lopez-Escamez, Jose Antonio; Brüggemann, Petra; Mazurek, Birgit; Simões, Jorge Piano",,Zeitschriftenaufsatz,,"OtolaryngologyHead and Neck Surgery",,,,,,,10.1002/ohn.1217,,,,,,,,,"Wissenschaftlicher Vortrag",
"Tinnitus Measured in Everyday Life: A Literature Review of Ecological Momentary Assessment Studies",2025,"Engelke, Milena; Müller, Sebastian; Langguth, Berthold; Pryss, Rüdiger; Schlee, Winfried",,Zeitschriftenaufsatz,,"Journal of the Association for Research in Otolaryngology",,,,,,,10.1007/s10162-025-00995-0,,,,,,,,,"Wissenschaftlicher Vortrag",
"Evaluating a brief smartphonebased stress management intervention with heart rate biofeedback from built-in sensors in a three arm randomized controlled trial",2025,"Fuhrmann, Lukas M.; Lukas, Christian Aljoscha; Schindler-Gmelch, Lena; Berking, Matthias ",,Zeitschriftenaufsatz,,"Scientific Reports",,,,,,,,15,20257,,https://doi.org/10.1038/s41598-025-06588-4,,,,,"Wissenschaftlicher Vortrag",
"Efficacy of standalone smartphone apps for mental health: an updated systematic review and meta-analysis",2025,"Kulke, Jennifer K.; Fuhrmann; Lukas M.; Berking, Matthias; Ebert, David D.; Baumeister, Harald; Derfiora, Ariqa; Veldhouse, Avery; Weisel, Kiona K. ",,Zeitschriftenaufsatz,,"The Lancet Digital Health",,,,,,,,7,11,"1 - 21",https://doi.org/10.1016/j.landig.2025.100923,,,,,"Wissenschaftlicher Vortrag",
"Evaluation of a Smartphone App Intervention with Telephone Guidance as Transitional Support from Inpatient Treatment to Continuing Care for Individuals with Alcohol Use Disorder: Results from a Randomized Controlled Trial",2025,"Saur, Sebastian; Weisel, Kiona K.; Lang, Catharina; Fuhrmann, Lukas M.; Meurer, Niklas; Reichl, Daniela; Zink, Mathias; Heepe, Peter; Hillemacher, Thomas; Braunwarth, Wolf-Dietrich; Falkai, Peter; Koller, Gabriele; Kiderman, Yaroslav; Kraus, Thomas; Kornhuber, Johannes; Spitzer, Philipp; Bönsch, Dominikus; Stemmler, Mark; Hildebrand, Anja; Steins-Loeber, Sabine; Berking, Matthias ",,Zeitschriftenaufsatz,,"Psychotherapy and Psychosomatics",,,,,,,https://doi.org/10.1159/000545817,94,5,311-323,,,,,,"Wissenschaftlicher Vortrag",
"From Neoliberal Openness to Sovereign Openness",2025,"Münßinger, Max; Schröder-Bergen, Susanne; Glasze, Georg","Analysing Imaginaries of European Digital Policies",Zeitschriftenaufsatz,,Geopolitics,,,,,,,,,,,https://doi.org/10.1080/14650045.2025.2507606,,,,,"Wissenschaftlicher Vortrag",
"Taking cognizance of variation and CLI effects in foreign language learning: The case of the English present perfect",2025,"Grund, Regina; Kabak, Baris",,"Beitrag in ...",,,"Grammatical categories in linguistics and education","Härtl, Holden; Zaychenko, Katharina","Berlin, Boston","De Gruyter Mouton",,,https://doi.org/10.1515/9783111140803,,,251-271,,,,,,"Wissenschaftlicher Vortrag",
"A survey on songs in ELT among pre-service teachers in Germany: Experiences, attitudes, and future potential",2025,"Summer, Theresa; Werner, Valentin; Grund, Regina; Krug, Manfred",,"Beitrag in ...",,,"Digital Textualities and Spaces in ELT","Summer, Theresa; Gießler, Ralf",,"Gunter Narr Verlag",,,10.24053/9783381121229,,,139-162,,,,,,"Wissenschaftlicher Vortrag",
"Maschinelles Schliessen mit s(CASP) - Anmeldung eines neuen Geschäftsführers einer GmbH zum Handelsregister",2025,"Adrian, Axel; Evert, Stephanie; Gritz, Michael; Stürmer, Verena; Lindner, Johannes; Blöcher, Moritz; Kohlhase, Michael; Maier, Andreas; Schröder, Lutz; Basaran, Anil; Bothe, Steffen; Humml, Merlin; Prettner, Stephan; Rapp, Max",,Konferenzpapier,,,,,,,,,10.38023/74311d25-cd34-4fd2-9add-3b19549c3edc,,,,,,,,,"Wissenschaftlicher Vortrag",
"Effect of “Nutrition Info” and other front-of-package labels on simulated food and beverage purchases",2025,"Grummon, Anna H.; O’Sullivan, Kevin; Petimar, Joshua; Lee, Cristina J.Y.; Zeitlin, Amanda B.; Cleveland, Lauren P.; Collis, Caroline; Musicus, Aviva A.; Tiefenbeck, Verena; Fleisch, Elgar; Block, Jason P.",,Zeitschriftenaufsatz,,"JAMA Network Open","Original Investigation Nutrition, Obesity, and Exercise","JAMA Network",,,,,10.1001/jamanetworkopen.2025.37389,8,10,,,,,,,"Wissenschaftlicher Vortrag",
"A single specific and actionable swap recommendation can lead to substantial reductions in households' dietary carbon footprints",2025,"O’Sullivan, Kevin; Tiefenbeck, Verena; Stucki, Matthias; Bradford, Sebastian; Fuchs, Klaus L.; Wanner, Silvan; Fleisch, Elgar",,Zeitschriftenaufsatz,,"Journal of Cleaner Production",,,,Elsevier,,,10.1016/j.jclepro.2025.146577,526,146577,,,,,,,"Wissenschaftlicher Vortrag",
"Switching Off: Energy Saving Goals Outshine Incentives— Evidence from a Field Experiment",2025,"Borzino, Natalia;, Hiepler, Benjamin; Schmitt, Kathrin; Schmitz, Jan; Schubert, Renate; Tiefenbeck, Verena",,Zeitschriftenaufsatz,,"Environmental and Resource Economics",,"Springer Nature",,Springer,,,10.1007/s10640-025-00973-3,88,,1499–1540,,,,,,"Wissenschaftlicher Vortrag",
"FoodCoach: Fully Automated Diet Counselling",2025,"Wu, Jing; Mayer, Simon; Pilz, Simeon; Antille, Yasmin S.; Albert, Jan L.; Stoll, Melanie; Garcia, Kimberly; Fuchs, Klaus; Bally, Lia; Eichelberger, Lukas; Schneider, Tanja; Tiefenbeck, Verena; Merian, Sybilla; Orban, Freya",,Zeitschriftenaufsatz,,"IEEE Journal of Biomedical and Health Informatics",,IEEE,,,,,10.1109/JBHI.2025.3540899,29,7,5257-5269,,,,,,"Wissenschaftlicher Vortrag",
"The effects of information and incentive interventions on the adoption of algorithms in human resources: An experimental study",2025,"Ochmann, Jessica; Zilker, Sandra; Michels, Leonard; Laumer, Sven; Tiefenbeck, Verena; Matzner, Martin",,Zeitschriftenaufsatz,,"The DATA BASE for Advances in Information Systems",,"ACM New York",,,,,10.1145,56,1,44-60,,,,,,"Wissenschaftlicher Vortrag",
"Self-Set Goals and Sales Performance: A Field Experiment on Goal Setting and CRM-Enabled Feedback in B2B Sales",2025,"Kuhlemann, Sophie",,Konferenzpapier,,"ICIS 2025 Proceedings",,"AIS elibrary",,,,,,18,ICIS2025-2192,,https://aisel.aisnet.org/icis2025/is_transformwork/is_transformwork/18,,,,,"Wissenschaftlicher Vortrag",
"Mind Over Machine: Navigating Human Metacognition When Using Generative AI",2025,"Schneider, Laura; Kharlamova, Maria",,Konferenzpapier,,"ICIS 2025 Proceedings","User Behavior and Engagement","AIS elibrary",,,,,,29,ICIS2025-2423,,https://aisel.aisnet.org/icis2025/user_behav/user_behav/29,,,,,"Wissenschaftlicher Vortrag",
"Multi-dynamic deep image prior for cardiac MRI",2025,"Vornehm, Marc; Chen, Chong; Sultan, Muhammad Ahmad; Arshad, Syed Murtaza; Han, Yuchi; Knoll, Florian; Ahmad, Rizwan",,Zeitschriftenaufsatz,,"Magnetic Resonance in Medicine",,,,Wiley,,,10.1002/mrm.70000,94,6,"2668 – 2679",,,,,,"Wissenschaftlicher Vortrag",
"The Emerging Roles of Generative Artificial Intelligence in Sustainable Entrepreneurship",2025,"Kirchner-Krath, Jeanine; Neumann, Thomas; Schaarschmidt, Mario; Morschheuser, Benedikt","Is it a Tool or an Actor?",Konferenzpapier,,,"85th Annual Meeting of the Academy of Management",,"Kopenhagen, Dänemark",,,,,"2025. No. 1, 11519",,,https://doi.org/10.5465/AMPROC.2025.11519abstract,,,,,"Wissenschaftlicher Vortrag",
"Between Professionalism and Pragmatism: Physicians’ Information Technology Use in Healthcare Practice",2025,"Finze, Nikola; Vaast, Emmanuelle; Gewald, Heiko",,Konferenzpapier,,"(Proceedings of the) 46th International Conference on Information Systems (ICIS)",,,"December, 14-17, 2025, Nashville, TN, USA, Paper Completed Research Paper.",,,,,,,,https://aisel.aisnet.org/icis2025/is_health/ishealthcare/11/,,,,,"Wissenschaftlicher Vortrag",
"Layers of my Online Self - Exploring Identity in Team-based Online Gaming Environments",2025,"Finze, Nikola; Haug, Maximilian; Wagner, Heinz-Theo",,Konferenzpapier,,"(Proceedings of the) 33rd European Conference on Information Systems (ECIS)",,,"June, 16-18, 2025, Amman, Jordanien, Paper ECIS2025-1434 (CRP)",,,,,,,,https://aisel.aisnet.org/ecis2025/ethical/ethical/10/,,,,,"Wissenschaftlicher Vortrag",
"Smart Solutions after Surgery - Evaluating the Efficacy of Digital Follow-up",2025,"Finze, Nikola; Seerig, Kirsten H.; Yang, Cui; Ueter, Sophie; Gewald, Heiko",,Konferenzpapier,,"(Proceedings of the) 33rd European Conference on Information Systems (ECIS)",,,"June, 16-18, 2025, Amman, Jordanien, Paper ECIS2025-1204 (CRP)",,,,,,,,https://aisel.aisnet.org/ecis2025/general_track/general_track/6/,,,,,"Wissenschaftlicher Vortrag",
"Unveiling the Digital Self – Exploring Avatar Identification in Online Gaming",2025,"Haug, Maximilian; Finze, Nikola; Gewald, Heiko",,Konferenzpapier,,"(Proceedings of the) 13rd World Conference on Information Systems and Technologies (WorldCIST)",,,"April, 15-17, 2025, Florianopolis, Brasilien",,,,,,,,https://link.springer.com/chapter/10.1007/978-3-031-97119-8_22,,,,,"Wissenschaftlicher Vortrag",
"Telekommunikationsüberwachung am Scheideweg",2025,"Klauser, Joanna; Albert, Bruno; Lindenmeier, Christian; Hammer, Andreas; Freiling, Felix; Heckmann, Dirk; Pfeiffer, Sabine","Zur Regulierbarkeit des Zugriffs auf verschlüsselte Kommunikation",Zeitschriftenaufsatz,,CyberStR,,"Deuber, Dominic; Ihwas. Saleh; Krause, Benjamin; Nicolai, Florian; Ruppert, Felix",,"Wolters Kluwer",,3052-5926,,2026,1,17-23,,,,,,"Wissenschaftlicher Vortrag",
"GPT-4o for Visual Political Communication: Toward Automated Image Type Analysis",2025,"Achmann-Denkler, Michael; Haim, Mario; Wolff, Christian",,Konferenzpapier,,,,,,,,,10.1145/3717867.3717881,,,,,,,,,"Wissenschaftlicher Vortrag",
"Beyond the Feed: A Computational Blueprint for Multimodal Analysis of Ephemeral Instagram Stories",2025,"Michael, Achmann-Denkler; Wolff, Christian",,"Buch (Sammelwerk)","Geschichte auf Instagram und TikTok",,,"Berg, Mia; Lorenz, Andrea; Oswald, Kristin",,,,9783111360874,,,,401-434,,,,,,"Wissenschaftlicher Vortrag",
"Digitale Führung an Hochschulen: Destruktives Führungsverhalten verstehen, verhindern und verändern",2025,"Vilser, Melanie; Pircher Verdorfer, Armin",,Zeitungsartikel,,"Personal in Hochschule und Wissenschaft entwickeln",,,,,,,,5,,493-501,https://www.personalentwicklung-wissenschaft.de/de/handbuch/gliederung/#/Beitragsdetailansicht/313/4059/Digitale-Fuehrung-an-Hochschulen---Destruktives-Fuehrungsverhalten-verstehen%252C-verhindern-und-veraendern,,,,,"Wissenschaftlicher Vortrag",
"Die Rolle der organisationalen Identität bei der digitalen Transformation von Unternehmen",2025,"Hess, Thomas; Graf, Angela; Kiemer, Anna",,Internetdokument,,bidt-Wissenslandkarte,,,München,,,,,,,,https://www.bidt.digital/phaenomene/die-rolle-der-organisationalen-identitaet-bei-der-digitalen-transformation-von-unternehmen/,,,,,"Wissenschaftlicher Vortrag",
"Mehr als Technologie",2025,"Hess, Thomas; Graf, Angela; Hackstein, Holger; Kiemer, Anna","Digitale Transformation als Herausforderung für die Unternehmensidentität",Zeitschriftenaufsatz,,"BVW (Ideen- und Innovationsmanagement)",,,,,,,10.37307/j.2198-3151.2024.04.05,,4,136-141,,,,,,"Wissenschaftlicher Vortrag",
"KI und Demokratie",2026,"Rüger, Korbinian; Casasola-Greiner, Ramona",,"Buch (Sammelwerk)",,,,,,,,978-3-658-50334-5,,,,,,,,,,"Wissenschaftlicher Vortrag",
